id,workspaceId,outputJson,createdAt,agentType,chatbotAgentId,voiceAgentId,agenticFlowId,customAgentId,chatbotAgentVersionId,voiceAgentVersionId,agenticFlowVersionId,customAgentVersionId,chatbotConversationId,voiceConversationId,agenticFlowConversationId,customAgentConversationId,aiCoworkerRoleId
226,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": false, ""question_topics"": [], ""customer_disposition"": ""neutral"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",34:52.6,voicebot,,826,,,,,,,,772a7982d9c84853b8b55a8534bab85a,,,
227,cmkap74u500022flp24p2sge9,"{""call_completed"": true, ""question_topics"": [""promo_details"", ""reactivation_process""], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",35:54.5,voicebot,,795,,,,,,,,98370c5110874e87a57dce084562e872,,,
228,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [""reactivation_process""], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",44:13.4,voicebot,,826,,,,,,,,1caf454a56e848d19d4f3e0c1ecacb0a,,,
229,cmkap74u500022flp24p2sge9,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",28:38.2,voicebot,,795,,,,,,,,6f36d7c4bc8043079a8072a21e17d513,,,
230,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": false, ""question_topics"": [], ""customer_disposition"": ""neutral"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",45:12.0,voicebot,,826,,,,,,,,fd3b958189fd46ff99039fef91b0a1a8,,,
231,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [""promo_details""], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",01:25.6,voicebot,,826,,,,,,,,5f49e4d32b474d4aa6eab7ae8ea0944a,,,
232,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""temporary_sim"", ""sim_retention_success"": false}",03:23.7,voicebot,,826,,,,,,,,520efd02aeda4fa1b67d49b387b285ae,,,
234,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": false, ""question_topics"": [], ""customer_disposition"": ""neutral"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": false}",05:34.8,voicebot,,826,,,,,,,,41dd048d417243f595c7fbcbc4f9ef27,,,
235,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [""promo_details"", ""reactivation_process""], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",09:09.4,voicebot,,826,,,,,,,,6884b901e6a8471189e37bc77429a244,,,
236,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",12:29.0,voicebot,,826,,,,,,,,c20e39169be34521bc84c720c9df2a0f,,,
265,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [""promo_details""], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",57:35.2,voicebot,,826,,,,,,,,3e85a6a8101f45969993bb6402ffe159,,,
266,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [""expiry_info"", ""reactivation_process""], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",04:17.0,voicebot,,826,,,,,,,,8d794f9890484b4e919c7a4bf8949aeb,,,
267,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""temporary_sim"", ""sim_retention_success"": false}",06:15.0,voicebot,,826,,,,,,,,c450ac0d9d954e0d9f10e96c41cd880a,,,
268,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",11:17.7,voicebot,,892,,,,,,,,c7a62bffaf3b4d35a0b9034bab75ad2b,,,
269,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [""promo_details""], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",15:27.6,voicebot,,892,,,,,,,,97cddd09689b485e812318ec893999c9,,,
270,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [""expiry_info""], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",16:57.5,voicebot,,892,,,,,,,,ecff068da4844f46933ac0da4bfb35f6,,,
271,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",19:30.9,voicebot,,892,,,,,,,,a4e1368dc79440d9bc4c12dd2db0ac71,,,
272,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""skeptic"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",22:12.0,voicebot,,892,,,,,,,,27092e2b38fb4f0fa767bbacb6f5c643,,,
273,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": false, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",23:59.8,voicebot,,826,,,,,,,,346dc2d8af8f43119501900c1a8bf3c5,,,
274,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""skeptic"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",25:05.8,voicebot,,826,,,,,,,,c1f1d9bd98fc4707bfd0c982839036c0,,,
275,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": false, ""question_topics"": [], ""customer_disposition"": ""neutral"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",26:22.4,voicebot,,826,,,,,,,,d24cf47f7f0f494ca098a21b3be703f0,,,
276,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""unused_sim"", ""sim_retention_success"": false}",28:17.8,voicebot,,826,,,,,,,,045a6988874c4612881231c878f2a10a,,,
277,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": false, ""question_topics"": [], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": false}",30:13.0,voicebot,,826,,,,,,,,cbc63018d1514dfdadd80a5573622e28,,,
278,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [""reactivation_process"", ""promo_details""], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",33:34.8,voicebot,,826,,,,,,,,b3a6c3c14ca245b38e36cd8d2fa8fd5a,,,
279,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [""promo_details"", ""reactivation_process""], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",36:42.8,voicebot,,826,,,,,,,,2a8d41aa4535425696a419e9ae6f3531,,,
280,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [""promo_details"", ""reactivation_process""], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",59:33.7,voicebot,,826,,,,,,,,5e27d0e045e5442f8da73de6bda118a8,,,
281,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": false, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",03:23.6,voicebot,,826,,,,,,,,34de8cb219964d3b94f6505ffaf176ef,,,
282,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",07:58.8,voicebot,,826,,,,,,,,e8d22ba1751c46f980dd3bead852f6bd,,,
283,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": false, ""question_topics"": [], ""customer_disposition"": ""neutral"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": false}",09:41.0,voicebot,,826,,,,,,,,b2338bb140824426ab315b4c5ef832c0,,,
284,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": false, ""question_topics"": [], ""customer_disposition"": ""neutral"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": false}",15:22.4,voicebot,,826,,,,,,,,da473baab88a441aa11598258ca00683,,,
285,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""switched_provider"", ""sim_retention_success"": false}",17:30.5,voicebot,,826,,,,,,,,8262566d9ab64370b697d6dbd63f7ef0,,,
286,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",17:37.9,voicebot,,826,,,,,,,,e43de39be219464ea1e17fbb52c455cd,,,
287,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [""promo_details""], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",19:17.2,voicebot,,826,,,,,,,,c53551241ca04a36a769ecef6a41a773,,,
288,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": false, ""question_topics"": [], ""customer_disposition"": ""neutral"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": false}",21:22.9,voicebot,,826,,,,,,,,02fa98a13b574bac8e400e162771cabd,,,
289,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": false, ""question_topics"": [], ""customer_disposition"": ""neutral"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": false}",22:10.7,voicebot,,826,,,,,,,,53553eb7a93a40a892065da43d8f60a5,,,
290,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": false, ""question_topics"": [], ""customer_disposition"": ""neutral"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": false}",22:48.4,voicebot,,826,,,,,,,,1dd6bf828daf4bcea32189d9ae30d66f,,,
291,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": false, ""question_topics"": [], ""customer_disposition"": ""neutral"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": false}",33:29.5,voicebot,,826,,,,,,,,03b311b536de46878268bb72701dfd9b,,,
292,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",34:24.3,voicebot,,826,,,,,,,,3e4b84f6e3db47a585f618a8a638ed05,,,
293,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",37:53.3,voicebot,,826,,,,,,,,7575678d8bc2470f8d4e9e7abdff301f,,,
294,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""unused_sim"", ""sim_retention_success"": false}",22:04.6,voicebot,,826,,,,,,,,91673e6518574354a977391bcd1d0f40,,,
295,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [""promo_details""], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",50:12.5,voicebot,,826,,,,,,,,6491813ec766451dafb06a2376321f67,,,
296,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [""promo_details""], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",53:55.9,voicebot,,826,,,,,,,,e2b9dbceaa104e8784c245c45ccb08d5,,,
298,cmnfqhmzn0050t5yfwd3eb4j4,"{""new_address"": """", ""opt_out_flag"": false, ""order_number"": """", ""dropoff_stage"": ""pricing"", ""call_completed"": true, ""dropoff_reason"": ""price"", ""question_topics"": [], ""provider_availed"": ""none"", ""participated_call"": true, ""reason_for_switch"": ""price"", ""callback_scheduled"": true, ""cascade_to_outbound"": true, ""customer_disposition"": ""receptive"", ""walkthrough_requested"": false, ""registration_completed"": false, ""address_update_requested"": false, ""customer_asked_questions"": false}",36:07.5,voicebot,,859,,,,,,,,9268e275c7294b179d39af2119fe7d91,,,
299,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",37:53.7,voicebot,,826,,,,,,,,eb62be4523d24b36895f3e32ca9ab546,,,
300,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [""expiry_info"", ""reactivation_process""], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",42:45.3,voicebot,,826,,,,,,,,caa496fbc88b4669be06b47f9a23b377,,,
301,cmnfqhmzn0050t5yfwd3eb4j4,"{""new_address"": """", ""opt_out_flag"": false, ""order_number"": """", ""dropoff_stage"": ""intro"", ""call_completed"": true, ""dropoff_reason"": ""others"", ""question_topics"": [], ""provider_availed"": ""none"", ""participated_call"": true, ""reason_for_switch"": ""<UNKNOWN>"", ""callback_scheduled"": false, ""cascade_to_outbound"": false, ""customer_disposition"": ""neutral"", ""walkthrough_requested"": false, ""registration_completed"": false, ""address_update_requested"": false, ""customer_asked_questions"": false}",44:24.8,voicebot,,859,,,,,,,,a88525a9c2c04e9aa6d76d58112b0f6c,,,
302,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": false, ""question_topics"": [""expiry_info""], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",44:28.4,voicebot,,826,,,,,,,,905cfde2f5f24a22a3a62f393cd89176,,,
303,cmnfqhmzn0050t5yfwd3eb4j4,"{""new_address"": """", ""opt_out_flag"": false, ""order_number"": """", ""dropoff_stage"": ""intro"", ""call_completed"": false, ""dropoff_reason"": ""undecided"", ""question_topics"": [], ""provider_availed"": ""none"", ""participated_call"": true, ""reason_for_switch"": ""<UNKNOWN>"", ""callback_scheduled"": false, ""cascade_to_outbound"": false, ""customer_disposition"": ""skeptic"", ""walkthrough_requested"": false, ""registration_completed"": false, ""address_update_requested"": false, ""customer_asked_questions"": false}",49:59.6,voicebot,,859,,,,,,,,cbe242b4987647b2b3f6a5d63bb7b291,,,
304,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",50:31.2,voicebot,,826,,,,,,,,e0ca39499ad04f8993d1a445a8f7e100,,,
305,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": false, ""question_topics"": [], ""customer_disposition"": ""neutral"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": false}",50:40.7,voicebot,,826,,,,,,,,f6b189c771eb4820a77b6d55ee680b60,,,
306,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": false, ""question_topics"": [""expiry_info""], ""customer_disposition"": ""skeptic"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",53:07.0,voicebot,,826,,,,,,,,5fe27bc6a209430ba151d0d2498ac323,,,
307,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",55:28.5,voicebot,,826,,,,,,,,75c4d7d9cb7f471b9a82eb7cf6990c34,,,
308,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",01:56.2,voicebot,,826,,,,,,,,3c5711b13d014bf3bb833582ab407974,,,
309,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": false, ""question_topics"": [], ""customer_disposition"": ""neutral"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": false}",01:58.7,voicebot,,826,,,,,,,,b2f1da2fb3b24f5faad129d60efb6eb1,,,
310,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [""promo_details"", ""reactivation_process""], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",05:41.2,voicebot,,826,,,,,,,,37b8d63ee4b342c7910e2dbe1448cfd5,,,
311,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": false, ""question_topics"": [], ""customer_disposition"": ""neutral"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": false}",25:26.3,voicebot,,826,,,,,,,,106fb3bdb7a3424c87c53be806edb8cb,,,
312,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",48:39.5,voicebot,,826,,,,,,,,37f37d1b8b044a2a8ecbf1d6fbb81243,,,
313,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",52:02.3,voicebot,,826,,,,,,,,445ac5fbd35143c08d8a2bb4319845b7,,,
314,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",53:54.3,voicebot,,826,,,,,,,,2241f8801d7a4fab99989f7c7e725997,,,
315,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": false, ""question_topics"": [], ""customer_disposition"": ""neutral"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",56:25.5,voicebot,,826,,,,,,,,4a986d7c8e9c4ac18335f8659e66f575,,,
316,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",58:44.0,voicebot,,826,,,,,,,,f901204307cd46a98ef50d285162b8b3,,,
317,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": false, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",01:59.4,voicebot,,826,,,,,,,,1b7ee18815a64ff384132039f9d00432,,,
318,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",07:42.9,voicebot,,826,,,,,,,,139ab75bc8fc43bbbcaa7fbac01ccf4f,,,
319,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": false, ""question_topics"": [], ""customer_disposition"": ""neutral"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",12:35.7,voicebot,,826,,,,,,,,fd231a3fe9c74e25b5513dc13458dd39,,,
320,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [""promo_details""], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",18:18.8,voicebot,,826,,,,,,,,e6f1e48bc91a44b8a2520d4424f33d5e,,,
321,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [""promo_details"", ""reactivation_process""], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",51:25.7,voicebot,,826,,,,,,,,7e5356e1dd62453cbcc83a237d1619d1,,,
322,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",54:07.2,voicebot,,826,,,,,,,,a008d3a438d34c6caa07ce54b5a89a86,,,
323,cmnfqhmzn0050t5yfwd3eb4j4,"{""new_address"": """", ""opt_out_flag"": false, ""order_number"": """", ""dropoff_stage"": ""intro"", ""call_completed"": true, ""dropoff_reason"": ""others"", ""question_topics"": [], ""provider_availed"": ""none"", ""participated_call"": true, ""reason_for_switch"": ""others"", ""callback_scheduled"": false, ""cascade_to_outbound"": false, ""customer_disposition"": ""neutral"", ""walkthrough_requested"": false, ""registration_completed"": false, ""address_update_requested"": false, ""customer_asked_questions"": false}",56:04.5,voicebot,,859,,,,,,,,c9df0feab4724fa48d248a7602d25dbc,,,
324,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [""promo_details""], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",57:29.1,voicebot,,826,,,,,,,,9210b9e647df4003af498cb9db75f881,,,
325,cmnfqhmzn0050t5yfwd3eb4j4,"{""new_address"": """", ""opt_out_flag"": false, ""order_number"": """", ""dropoff_stage"": ""plan_selection"", ""call_completed"": true, ""dropoff_reason"": ""competitor"", ""question_topics"": [], ""provider_availed"": ""smart"", ""participated_call"": true, ""reason_for_switch"": ""price"", ""callback_scheduled"": false, ""cascade_to_outbound"": false, ""customer_disposition"": ""skeptic"", ""walkthrough_requested"": false, ""registration_completed"": false, ""address_update_requested"": false, ""customer_asked_questions"": true}",57:52.2,voicebot,,859,,,,,,,,f7c77ca12a8f4098ad5322247e925ccd,,,
326,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [""expiry_info"", ""reactivation_process""], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",00:45.0,voicebot,,826,,,,,,,,5d0b17a5656d4ef8ab45f49a16e2534d,,,
327,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": false, ""question_topics"": [""expiry_info""], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",02:30.3,voicebot,,826,,,,,,,,f387c49eb7764f838e9b1562dc42a500,,,
328,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""unused_sim"", ""sim_retention_success"": false}",04:20.7,voicebot,,826,,,,,,,,85498cf7ce0344c789fca80e700096c8,,,
329,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",06:24.0,voicebot,,826,,,,,,,,cad8c6c095c54654b6f5d458da2ecea6,,,
330,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""unused_sim"", ""sim_retention_success"": false}",08:33.8,voicebot,,826,,,,,,,,77768ed068d340339597bc4e7c487930,,,
331,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""switched_provider"", ""sim_retention_success"": false}",12:08.3,voicebot,,826,,,,,,,,e222640d105d4c99bcdb64eae12ae8e6,,,
332,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""unused_sim"", ""sim_retention_success"": false}",14:10.8,voicebot,,826,,,,,,,,6e4019e2c912478b9069ba9884865aa4,,,
333,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",16:35.5,voicebot,,826,,,,,,,,fd4ba3c076364434a4fec46ecc7f62ed,,,
334,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",18:10.9,voicebot,,826,,,,,,,,e78a6f5cd5f84ed19ab2e31d1491ad04,,,
335,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [""promo_details""], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",21:39.3,voicebot,,826,,,,,,,,66211c3c4e3b4b15a8c98b065715abcb,,,
336,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [""promo_details""], ""customer_disposition"": ""skeptic"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",27:10.4,voicebot,,826,,,,,,,,d8125fd57a4b420aa3d39c1d0c7bcfcb,,,
337,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""temporary_sim"", ""sim_retention_success"": false}",31:07.4,voicebot,,826,,,,,,,,3988590ad681420eba6392f375828448,,,
338,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": false, ""question_topics"": [""reactivation_process""], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",32:58.7,voicebot,,826,,,,,,,,ac6b9218793549e3b054dd0384ce158f,,,
339,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""temporary_sim"", ""sim_retention_success"": false}",33:10.2,voicebot,,826,,,,,,,,a2a5c32a9f9c4b329ee1e4c81e9b19d4,,,
340,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": false, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",35:23.2,voicebot,,826,,,,,,,,b577cc32fb724fd1a8454a5502e39478,,,
341,cmkap74u500022flp24p2sge9,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""neutral"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",00:21.6,voicebot,,795,,,,,,,,e87cb6e835524ded943b7fb280f2e2c4,,,
364,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""neutral"", ""non_retention_reason"": ""switched_provider"", ""sim_retention_success"": false}",23:21.1,voicebot,,826,,,,,,,,9d3ab747a942451fbbbf20e56035cd7e,,,
365,cmkap74u500022flp24p2sge9,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",13:49.2,voicebot,,794,,,,,,,,70114bed578643648570610f19f10908,,,
